CUSTOMER:00000001000000000300000008d0:1:d CUSTOMER:00000001000000000300000008d0:1:e CUSTOMER:00000001000000000300000008d0:1:f CUSTOMER:00000001000000000300000008d0:1:q
CUSTOMER:00000001000000000a0000000470:1:d CUSTOMER:00000001000000000a0000000470:1:e CUSTOMER:00000001000000000a0000000470:1:f CUSTOMER:00000001000000000a0000000470:1:q
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:000000010000000001000000092c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000070000000ba0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:000000010000000009000000091b:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000800000004cc:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
CUSTOMER:0000000100000000040000000730:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:00000001000000000700000000f8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:00000001000000000a0000000520:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:00000001000000000900000004f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000a0000000518:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:00000001000000000100000007c7:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000060000000aa6:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000600000004ef:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000600000004f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000400000001f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
STOCK:000000010000004576:1:o STOCK:000000010000004576:1:p STOCK:000000010000004576:1:q STOCK:000000010000000cab:1:c STOCK:000000010000000cab:1:i STOCK:000000010000000cab:1:n STOCK:000000010000000cab:1:o STOCK:000000010000000cab:1:p STOCK:000000010000000cab:1:q STOCK:0000000100000111bf:1:c STOCK:0000000100000111bf:1:i STOCK:0000000100000111bf:1:n STOCK:0000000100000111bf:1:o STOCK:0000000100000111bf:1:p STOCK:0000000100000111bf:1:q
STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k STOCK:00000001000000c2fc:1:n STOCK:00000001000000c2fc:1:o STOCK:00000001000000c2fc:1:p STOCK:00000001000000c2fc:1:q STOCK:000000010000009f7f:1:c STOCK:000000010000009f7f:1:k STOCK:000000010000009f7f:1:n STOCK:000000010000009f7f:1:o STOCK:000000010000009f7f:1:p STOCK:000000010000009f7f:1:q
ITEM:00000edc:1:c ITEM:00000edc:1:d ITEM:00000edc:1:e ITEM:00014f7f:1:c ITEM:00014f7f:1:d ITEM:00014f7f:1:e ITEM:00017b76:1:c ITEM:00017b76:1:d ITEM:00017b76:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000008:1:i DISTRICT:000000010000000008:1:k CUSTOMER:00000001000000000800000006e8:1:f CUSTOMER:00000001000000000800000006e8:1:n CUSTOMER:00000001000000000800000006e8:1:p
ITEM:00012779:1:e ITEM:00000edc:1:c ITEM:00000edc:1:d ITEM:00000edc:1:e ITEM:00014f7f:1:c ITEM:00014f7f:1:d ITEM:00014f7f:1:e ITEM:00017b76:1:c ITEM:00017b76:1:d ITEM:00017b76:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000008:1:i DISTRICT:000000010000000008:1:k CUSTOMER:00000001000000000800000006e8:1:f CUSTOMER:00000001000000000800000006e8:1:n
STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k STOCK:00000001000000c2fc:1:n STOCK:00000001000000c2fc:1:o STOCK:00000001000000c2fc:1:p STOCK:00000001000000c2fc:1:q STOCK:000000010000009f7f:1:c STOCK:000000010000009f7f:1:k STOCK:000000010000009f7f:1:n STOCK:000000010000009f7f:1:o STOCK:000000010000009f7f:1:p
ITEM:00012779:1:d ITEM:00012779:1:e ITEM:00000edc:1:c ITEM:00000edc:1:d ITEM:00000edc:1:e ITEM:00014f7f:1:c ITEM:00014f7f:1:d ITEM:00014f7f:1:e ITEM:00017b76:1:c ITEM:00017b76:1:d ITEM:00017b76:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000008:1:i DISTRICT:000000010000000008:1:k CUSTOMER:00000001000000000800000006e8:1:f
STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k STOCK:00000001000000c2fc:1:n STOCK:00000001000000c2fc:1:o STOCK:00000001000000c2fc:1:p STOCK:00000001000000c2fc:1:q STOCK:000000010000009f7f:1:c STOCK:000000010000009f7f:1:k STOCK:000000010000009f7f:1:n STOCK:000000010000009f7f:1:o
ITEM:00012779:1:c ITEM:00012779:1:d ITEM:00012779:1:e ITEM:00000edc:1:c ITEM:00000edc:1:d ITEM:00000edc:1:e ITEM:00014f7f:1:c ITEM:00014f7f:1:d ITEM:00014f7f:1:e ITEM:00017b76:1:c ITEM:00017b76:1:d ITEM:00017b76:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000008:1:i DISTRICT:000000010000000008:1:k
STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k STOCK:00000001000000c2fc:1:n STOCK:00000001000000c2fc:1:o STOCK:00000001000000c2fc:1:p STOCK:00000001000000c2fc:1:q STOCK:000000010000009f7f:1:c STOCK:000000010000009f7f:1:k STOCK:000000010000009f7f:1:n
STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k STOCK:00000001000000c2fc:1:n STOCK:00000001000000c2fc:1:o STOCK:00000001000000c2fc:1:p STOCK:00000001000000c2fc:1:q STOCK:000000010000009f7f:1:c STOCK:000000010000009f7f:1:k
STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k STOCK:00000001000000c2fc:1:n STOCK:00000001000000c2fc:1:o STOCK:00000001000000c2fc:1:p STOCK:00000001000000c2fc:1:q STOCK:000000010000009f7f:1:c
STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k STOCK:00000001000000c2fc:1:n STOCK:00000001000000c2fc:1:o STOCK:00000001000000c2fc:1:p STOCK:00000001000000c2fc:1:q
STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k STOCK:00000001000000c2fc:1:n STOCK:00000001000000c2fc:1:o STOCK:00000001000000c2fc:1:p
STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k STOCK:00000001000000c2fc:1:n STOCK:00000001000000c2fc:1:o
STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k STOCK:00000001000000c2fc:1:n
STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c STOCK:00000001000000c2fc:1:k
STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q STOCK:00000001000000c2fc:1:c
STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p STOCK:00000001000000af6f:1:q
STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o STOCK:00000001000000af6f:1:p
STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n STOCK:00000001000000af6f:1:o
STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k STOCK:00000001000000af6f:1:n
STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c STOCK:00000001000000af6f:1:k
STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q STOCK:00000001000000af6f:1:c
STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p STOCK:0000000100000007d8:1:q
STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o STOCK:0000000100000007d8:1:p
WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n CUSTOMER:0000000100000000070000000480:1:p STOCK:0000000100000138ef:1:c STOCK:0000000100000138ef:1:j STOCK:0000000100000138ef:1:n STOCK:0000000100000138ef:1:o STOCK:0000000100000138ef:1:p STOCK:0000000100000138ef:1:q STOCK:000000010000011b3e:1:c STOCK:000000010000011b3e:1:j STOCK:000000010000011b3e:1:n
STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n STOCK:0000000100000007d8:1:o
ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n CUSTOMER:0000000100000000070000000480:1:p STOCK:0000000100000138ef:1:c STOCK:0000000100000138ef:1:j STOCK:0000000100000138ef:1:n STOCK:0000000100000138ef:1:o STOCK:0000000100000138ef:1:p STOCK:0000000100000138ef:1:q STOCK:000000010000011b3e:1:c STOCK:000000010000011b3e:1:j
ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n CUSTOMER:0000000100000000070000000480:1:p STOCK:0000000100000138ef:1:c STOCK:0000000100000138ef:1:j STOCK:0000000100000138ef:1:n STOCK:0000000100000138ef:1:o STOCK:0000000100000138ef:1:p STOCK:0000000100000138ef:1:q STOCK:000000010000011b3e:1:c
STOCK:000000010000004f6d:1:c STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k STOCK:0000000100000007d8:1:n
ITEM:0001735e:1:c ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n CUSTOMER:0000000100000000070000000480:1:p STOCK:0000000100000138ef:1:c STOCK:0000000100000138ef:1:j STOCK:0000000100000138ef:1:n STOCK:0000000100000138ef:1:o STOCK:0000000100000138ef:1:p STOCK:0000000100000138ef:1:q
STOCK:00000001000000108d:1:q STOCK:000000010000004f6d:1:c STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c STOCK:0000000100000007d8:1:k
ITEM:0000974f:1:e ITEM:0001735e:1:c ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n CUSTOMER:0000000100000000070000000480:1:p STOCK:0000000100000138ef:1:c STOCK:0000000100000138ef:1:j STOCK:0000000100000138ef:1:n STOCK:0000000100000138ef:1:o STOCK:0000000100000138ef:1:p
STOCK:00000001000000108d:1:p STOCK:00000001000000108d:1:q STOCK:000000010000004f6d:1:c STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q STOCK:0000000100000007d8:1:c
ITEM:0000974f:1:d ITEM:0000974f:1:e ITEM:0001735e:1:c ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n CUSTOMER:0000000100000000070000000480:1:p STOCK:0000000100000138ef:1:c STOCK:0000000100000138ef:1:j STOCK:0000000100000138ef:1:n STOCK:0000000100000138ef:1:o
ITEM:0000974f:1:c ITEM:0000974f:1:d ITEM:0000974f:1:e ITEM:0001735e:1:c ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n CUSTOMER:0000000100000000070000000480:1:p STOCK:0000000100000138ef:1:c STOCK:0000000100000138ef:1:j STOCK:0000000100000138ef:1:n
ITEM:000010bb:1:d ITEM:000010bb:1:e ITEM:0001372e:1:c ITEM:0001372e:1:d ITEM:0001372e:1:e ITEM:000093fb:1:c ITEM:000093fb:1:d ITEM:000093fb:1:e ITEM:00016733:1:c ITEM:00016733:1:d ITEM:00016733:1:e ITEM:00015ca7:1:c ITEM:00015ca7:1:d ITEM:00015ca7:1:e WAREHOUSE:00000001:2:h
STOCK:00000001000000108d:1:o STOCK:00000001000000108d:1:p STOCK:00000001000000108d:1:q STOCK:000000010000004f6d:1:c STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p STOCK:00000001000001775d:1:q
ITEM:00011628:1:e ITEM:0000974f:1:c ITEM:0000974f:1:d ITEM:0000974f:1:e ITEM:0001735e:1:c ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n CUSTOMER:0000000100000000070000000480:1:p STOCK:0000000100000138ef:1:c STOCK:0000000100000138ef:1:j
STOCK:00000001000000108d:1:n STOCK:00000001000000108d:1:o STOCK:00000001000000108d:1:p STOCK:00000001000000108d:1:q STOCK:000000010000004f6d:1:c STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o STOCK:00000001000001775d:1:p
ITEM:00011628:1:d ITEM:00011628:1:e ITEM:0000974f:1:c ITEM:0000974f:1:d ITEM:0000974f:1:e ITEM:0001735e:1:c ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n CUSTOMER:0000000100000000070000000480:1:p STOCK:0000000100000138ef:1:c
STOCK:00000001000000108d:1:k STOCK:00000001000000108d:1:n STOCK:00000001000000108d:1:o STOCK:00000001000000108d:1:p STOCK:00000001000000108d:1:q STOCK:000000010000004f6d:1:c STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n STOCK:00000001000001775d:1:o
ITEM:00011628:1:c ITEM:00011628:1:d ITEM:00011628:1:e ITEM:0000974f:1:c ITEM:0000974f:1:d ITEM:0000974f:1:e ITEM:0001735e:1:c ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n CUSTOMER:0000000100000000070000000480:1:p
STOCK:00000001000000108d:1:c STOCK:00000001000000108d:1:k STOCK:00000001000000108d:1:n STOCK:00000001000000108d:1:o STOCK:00000001000000108d:1:p STOCK:00000001000000108d:1:q STOCK:000000010000004f6d:1:c STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k STOCK:00000001000001775d:1:n
ITEM:00013635:1:e ITEM:00011628:1:c ITEM:00011628:1:d ITEM:00011628:1:e ITEM:0000974f:1:c ITEM:0000974f:1:d ITEM:0000974f:1:e ITEM:0001735e:1:c ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f CUSTOMER:0000000100000000070000000480:1:n
STOCK:00000001000000637d:1:q STOCK:00000001000000108d:1:c STOCK:00000001000000108d:1:k STOCK:00000001000000108d:1:n STOCK:00000001000000108d:1:o STOCK:00000001000000108d:1:p STOCK:00000001000000108d:1:q STOCK:000000010000004f6d:1:c STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c STOCK:00000001000001775d:1:k
ITEM:00013635:1:d ITEM:00013635:1:e ITEM:00011628:1:c ITEM:00011628:1:d ITEM:00011628:1:e ITEM:0000974f:1:c ITEM:0000974f:1:d ITEM:0000974f:1:e ITEM:0001735e:1:c ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k CUSTOMER:0000000100000000070000000480:1:f
ITEM:00013635:1:c ITEM:00013635:1:d ITEM:00013635:1:e ITEM:00011628:1:c ITEM:00011628:1:d ITEM:00011628:1:e ITEM:0000974f:1:c ITEM:0000974f:1:d ITEM:0000974f:1:e ITEM:0001735e:1:c ITEM:0001735e:1:d ITEM:0001735e:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000007:1:i DISTRICT:000000010000000007:1:k
STOCK:00000001000000637d:1:p STOCK:00000001000000637d:1:q STOCK:00000001000000108d:1:c STOCK:00000001000000108d:1:k STOCK:00000001000000108d:1:n STOCK:00000001000000108d:1:o STOCK:00000001000000108d:1:p STOCK:00000001000000108d:1:q STOCK:000000010000004f6d:1:c STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q STOCK:00000001000001775d:1:c
STOCK:00000001000000637d:1:o STOCK:00000001000000637d:1:p STOCK:00000001000000637d:1:q STOCK:00000001000000108d:1:c STOCK:00000001000000108d:1:k STOCK:00000001000000108d:1:n STOCK:00000001000000108d:1:o STOCK:00000001000000108d:1:p STOCK:00000001000000108d:1:q STOCK:000000010000004f6d:1:c STOCK:000000010000004f6d:1:k STOCK:000000010000004f6d:1:n STOCK:000000010000004f6d:1:o STOCK:000000010000004f6d:1:p STOCK:000000010000004f6d:1:q
